ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous
A40223,37,admin.,single,university.degree,no,no,no,cellular,aug,fri,89,2,999,0
A40224,52,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,104,2,999,0
A40225,45,services,married,basic.9y,no,yes,no,telephone,may,tue,207,6,999,0
A40226,60,retired,married,high.school,no,yes,no,cellular,aug,tue,443,2,999,2
A40227,47,entrepreneur,divorced,basic.9y,no,no,no,cellular,may,tue,184,3,999,0
A40228,51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,119,1,999,0
A40229,39,services,married,high.school,no,no,no,telephone,may,fri,110,6,999,0
A40230,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,190,1,999,0
A40231,42,admin.,divorced,high.school,no,yes,yes,telephone,jul,tue,207,3,999,0
A40232,33,technician,divorced,high.school,no,no,no,cellular,nov,tue,70,1,999,0
A40233,40,admin.,divorced,university.degree,no,unknown,unknown,cellular,jul,wed,145,1,999,0
A40234,29,services,single,high.school,no,no,yes,telephone,may,tue,262,2,999,0
A40235,54,housemaid,divorced,basic.4y,no,no,no,telephone,may,mon,382,2,999,0
A40236,39,unemployed,married,professional.course,unknown,no,no,telephone,jun,tue,320,4,999,0
A40237,37,services,married,high.school,no,no,no,telephone,may,wed,110,8,999,0
A40238,49,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,185,2,999,0
A40239,36,self-employed,divorced,professional.course,unknown,yes,yes,cellular,jul,tue,110,4,999,0
A40240,56,services,divorced,basic.6y,no,yes,no,cellular,nov,tue,199,1,999,0
A40241,48,retired,married,basic.4y,unknown,no,no,telephone,jun,fri,75,2,999,0
A40242,43,housemaid,married,basic.6y,unknown,yes,no,cellular,jul,wed,61,3,999,0
A40243,33,services,married,university.degree,no,unknown,unknown,telephone,may,thu,73,1,999,0
A40244,35,unemployed,married,university.degree,no,no,no,cellular,may,wed,76,2,999,0
A40245,54,blue-collar,married,basic.4y,no,no,yes,cellular,aug,tue,299,1,999,0
A40246,58,unknown,married,basic.4y,no,no,yes,telephone,may,tue,295,3,999,0
A40247,50,admin.,married,university.degree,no,no,no,cellular,jul,thu,356,1,999,0
A40248,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,160,3,999,0
A40249,31,management,divorced,basic.6y,no,no,no,telephone,may,wed,198,3,999,0
A40250,48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,240,1,999,0
A40251,37,management,married,university.degree,no,no,no,cellular,aug,wed,902,2,999,0
A40252,53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,36,1,999,0
A40253,28,management,married,university.degree,no,no,no,telephone,jun,mon,138,4,999,0
A40254,28,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,239,3,999,0
A40255,30,admin.,single,high.school,no,yes,no,telephone,may,fri,100,3,999,0
A40256,32,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,125,1,999,0
A40257,36,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,thu,593,2,999,0
A40258,33,admin.,single,high.school,unknown,no,yes,telephone,jun,tue,162,7,999,0
A40259,35,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,mon,76,1,999,0
A40260,52,technician,married,professional.course,unknown,no,no,cellular,aug,tue,131,2,999,0
A40261,28,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,thu,333,2,999,0
A40262,53,housemaid,married,university.degree,no,no,no,cellular,nov,mon,53,1,999,0
A40263,38,admin.,married,high.school,no,yes,no,telephone,oct,fri,97,1,999,0
A40264,47,self-employed,married,unknown,unknown,no,no,telephone,may,wed,22,3,999,0
A40265,43,technician,married,high.school,no,yes,no,telephone,jun,fri,17,37,999,0
A40266,43,admin.,single,high.school,no,no,no,cellular,jul,tue,120,1,999,0
A40267,35,services,married,high.school,no,no,no,telephone,may,wed,265,2,999,0
A40268,30,technician,single,professional.course,no,yes,no,cellular,jul,tue,154,1,999,0
A40269,47,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,39,1,999,0
A40270,31,housemaid,married,basic.6y,no,no,no,cellular,aug,thu,136,1,999,0
A40271,24,self-employed,single,university.degree,no,no,no,cellular,may,thu,334,2,999,0
A40272,17,student,single,unknown,no,no,yes,cellular,oct,tue,896,1,2,2
A40273,60,entrepreneur,married,basic.4y,no,no,yes,telephone,may,wed,141,2,999,0
A40274,43,services,married,high.school,unknown,yes,no,telephone,jun,fri,139,2,999,0
A40275,57,management,married,university.degree,no,no,yes,cellular,nov,tue,218,2,999,0
A40276,30,technician,married,professional.course,no,yes,no,telephone,jun,mon,290,1,999,0
A40277,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,101,1,999,0
A40278,31,management,single,university.degree,no,yes,yes,cellular,jul,wed,61,1,999,0
A40279,34,technician,married,basic.9y,no,yes,yes,cellular,may,mon,142,4,999,0
A40280,46,services,married,university.degree,no,no,no,cellular,aug,tue,246,3,999,0
A40281,24,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,132,1,999,0
A40282,39,services,single,high.school,unknown,no,no,telephone,may,thu,302,2,999,0
A40283,37,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1005,5,4,2
A40284,37,self-employed,single,university.degree,unknown,no,yes,telephone,jun,mon,88,4,999,0
A40285,60,admin.,married,unknown,unknown,yes,no,cellular,dec,wed,357,1,999,0
A40286,45,admin.,married,high.school,no,no,no,cellular,aug,mon,457,8,999,0
A40287,48,technician,married,university.degree,unknown,no,no,cellular,aug,fri,66,4,999,0
A40288,43,admin.,single,high.school,no,no,no,cellular,nov,wed,1011,1,999,1
A40289,33,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,thu,213,1,999,0
A40290,34,technician,single,university.degree,no,yes,no,telephone,aug,thu,313,1,999,0
A40291,34,technician,single,professional.course,no,no,no,cellular,may,wed,62,3,999,0
A40292,30,entrepreneur,single,high.school,no,yes,no,cellular,jul,tue,85,5,999,0
A40293,47,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,400,2,999,0
A40294,29,entrepreneur,divorced,basic.9y,no,yes,no,telephone,jun,thu,53,1,999,0
A40295,31,admin.,single,university.degree,no,yes,no,cellular,jun,tue,282,2,13,1
A40296,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,193,2,999,0
A40297,83,retired,married,professional.course,no,yes,no,cellular,oct,fri,849,2,4,1
A40298,45,admin.,married,high.school,no,no,no,cellular,apr,fri,191,1,999,0
A40299,50,services,single,basic.4y,no,no,no,telephone,jun,mon,514,3,999,0
A40300,42,admin.,divorced,university.degree,no,no,no,telephone,may,mon,95,1,999,0
A40301,48,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,187,4,999,0
A40302,34,entrepreneur,married,professional.course,no,yes,no,telephone,may,fri,292,4,999,0
A40303,37,technician,single,university.degree,no,no,no,telephone,jun,wed,190,3,999,0
A40304,38,unknown,married,unknown,unknown,yes,no,telephone,jun,fri,13,2,999,0
A40305,24,student,single,basic.9y,no,yes,no,telephone,may,thu,25,8,999,0
A40306,25,technician,single,professional.course,no,yes,yes,cellular,apr,thu,104,1,999,1
A40307,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,103,3,999,0
A40308,42,services,married,basic.9y,unknown,no,no,telephone,may,mon,173,5,999,0
A40309,25,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,362,1,999,0
A40310,37,management,married,university.degree,no,yes,no,cellular,nov,wed,140,1,999,1
A40311,27,services,married,basic.9y,no,yes,no,cellular,may,mon,220,2,999,0
A40312,50,admin.,married,high.school,unknown,yes,yes,telephone,may,fri,280,1,999,0
A40313,30,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,17,5,999,0
A40314,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,84,12,999,0
A40315,52,retired,divorced,university.degree,no,no,no,cellular,aug,thu,427,1,15,1
A40316,34,management,married,university.degree,no,no,yes,telephone,may,wed,318,5,6,1
A40317,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,75,4,999,0
A40318,31,services,divorced,high.school,no,no,no,cellular,apr,mon,150,2,999,0
A40319,51,admin.,married,university.degree,no,no,no,cellular,aug,thu,335,1,999,0
A40320,46,services,married,high.school,no,no,no,cellular,apr,mon,53,1,999,1
A40321,27,services,single,high.school,no,yes,no,telephone,jul,fri,433,1,999,0
A40322,39,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,247,1,999,0
A40323,31,technician,single,university.degree,unknown,yes,no,cellular,aug,wed,136,1,999,0
A40324,46,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,222,1,999,0
A40325,25,services,single,unknown,no,yes,no,cellular,jun,tue,318,1,999,0
A40326,24,student,single,unknown,no,yes,no,cellular,aug,fri,438,1,6,1
A40327,55,services,married,basic.4y,no,yes,no,cellular,aug,wed,173,2,999,0
A40328,54,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,490,12,999,0
A40329,45,admin.,divorced,basic.9y,no,yes,no,telephone,jun,fri,261,2,999,0
A40330,47,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,1001,4,999,0
A40331,34,admin.,married,university.degree,no,no,no,cellular,may,fri,190,1,999,0
A40332,31,admin.,married,university.degree,unknown,no,no,telephone,may,wed,168,1,999,0
A40333,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,198,4,999,0
A40334,43,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,99,3,999,0
A40335,31,services,married,high.school,unknown,no,yes,cellular,jul,thu,205,1,999,0
A40336,53,services,married,high.school,no,no,yes,cellular,nov,mon,181,1,999,0
A40337,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319,1,999,0
A40338,60,retired,married,high.school,unknown,yes,no,telephone,may,fri,597,6,999,0
A40339,35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123,3,999,0
A40340,34,management,married,university.degree,no,no,no,cellular,mar,tue,499,1,999,0
A40341,46,entrepreneur,married,high.school,no,no,no,cellular,may,tue,366,1,6,1
A40342,41,admin.,single,university.degree,no,no,no,cellular,apr,mon,115,2,999,0
A40343,53,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,179,1,999,0
A40344,35,technician,married,professional.course,no,yes,no,telephone,may,wed,205,3,999,0
A40345,42,admin.,married,high.school,no,yes,no,cellular,nov,mon,131,1,999,0
A40346,45,management,married,unknown,unknown,no,no,telephone,may,thu,178,1,999,0
A40347,24,student,single,high.school,no,no,no,cellular,aug,fri,276,1,999,0
A40348,40,technician,single,basic.9y,unknown,yes,yes,cellular,nov,mon,99,1,999,1
A40349,52,entrepreneur,single,university.degree,unknown,yes,no,cellular,nov,mon,77,2,999,0
A40350,41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,345,1,9,3
A40351,33,services,married,high.school,unknown,yes,yes,cellular,jul,wed,172,1,999,0
A40352,35,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,134,3,999,0
A40353,59,admin.,married,professional.course,no,no,no,telephone,may,mon,139,1,999,0
A40354,51,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,119,1,999,0
A40355,35,technician,married,professional.course,unknown,no,no,cellular,aug,tue,349,2,999,0
A40356,34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,317,1,999,0
A40357,56,admin.,married,university.degree,no,unknown,unknown,cellular,jul,fri,41,1,999,0
A40358,47,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,77,1,999,0
A40359,36,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,11,16,999,0
A40360,27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,378,1,999,0
A40361,35,technician,single,professional.course,no,yes,no,cellular,aug,mon,184,1,999,0
A40362,48,admin.,married,high.school,no,yes,no,telephone,may,tue,116,1,999,0
A40363,57,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,47,2,999,0
A40364,48,technician,married,professional.course,no,no,no,cellular,jul,thu,38,1,999,0
A40365,57,technician,divorced,basic.6y,no,yes,no,cellular,may,mon,86,4,999,0
A40366,40,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,83,5,999,0
A40367,27,services,married,high.school,no,no,yes,cellular,may,tue,416,4,999,0
A40368,38,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,272,1,999,0
A40369,29,technician,married,university.degree,no,yes,no,cellular,jul,wed,896,2,999,0
A40370,38,management,married,unknown,no,no,no,telephone,may,mon,610,1,999,0
A40371,30,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,69,2,999,0
A40372,48,services,divorced,high.school,no,no,no,cellular,jul,mon,137,3,999,0
A40373,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,mon,550,3,999,0
A40374,51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,71,1,999,0
A40375,55,admin.,married,university.degree,no,unknown,unknown,cellular,nov,thu,187,2,999,0
A40376,35,admin.,married,university.degree,no,no,no,cellular,apr,fri,203,1,999,0
A40377,37,housemaid,married,high.school,unknown,no,yes,cellular,aug,thu,534,2,999,0
A40378,28,admin.,single,basic.9y,unknown,no,no,telephone,jul,thu,171,8,999,0
A40379,31,housemaid,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0
A40380,32,admin.,single,university.degree,no,no,no,cellular,nov,tue,36,1,999,0
A40381,41,admin.,married,university.degree,unknown,yes,yes,telephone,apr,thu,40,1,999,0
A40382,30,self-employed,married,university.degree,no,no,no,cellular,may,mon,107,4,999,0
A40383,41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,326,1,999,0
A40384,42,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,3,999,0
A40385,30,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,wed,1018,2,999,0
A40386,54,unemployed,married,university.degree,unknown,no,no,telephone,jul,thu,106,1,999,0
A40387,28,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,60,1,999,0
A40388,24,admin.,single,professional.course,no,yes,no,cellular,apr,thu,125,6,999,0
A40389,48,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,188,1,999,0
A40390,46,technician,divorced,university.degree,no,no,no,telephone,jun,fri,1288,3,999,0
A40391,37,services,married,high.school,no,yes,yes,cellular,apr,mon,345,2,999,0
A40392,36,services,married,high.school,no,no,no,telephone,may,fri,77,3,999,0
A40393,58,retired,married,professional.course,no,no,no,cellular,aug,wed,135,7,999,0
A40394,26,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,559,2,999,0
A40395,53,admin.,married,basic.9y,unknown,no,no,telephone,may,mon,142,1,999,0
A40396,44,unemployed,divorced,basic.6y,no,no,no,cellular,may,mon,208,1,999,0
A40397,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,230,1,999,0
A40398,55,technician,married,basic.9y,unknown,yes,no,telephone,may,wed,958,2,999,0
A40399,37,blue-collar,single,professional.course,no,no,no,cellular,apr,fri,360,1,999,0
A40400,56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,472,1,999,0
A40401,39,entrepreneur,married,basic.9y,unknown,yes,yes,cellular,may,thu,158,2,999,0
A40402,31,technician,single,university.degree,no,yes,no,telephone,mar,fri,228,2,999,0
A40403,37,technician,married,professional.course,no,yes,no,telephone,may,tue,657,1,999,0
A40404,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,119,5,999,0
A40405,50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,92,1,999,0
A40406,44,services,married,high.school,unknown,yes,yes,cellular,aug,fri,324,1,999,0
A40407,24,student,single,high.school,no,yes,yes,cellular,jul,tue,316,3,999,1
A40408,57,admin.,divorced,university.degree,unknown,no,no,cellular,nov,fri,189,3,999,0
A40409,31,blue-collar,single,unknown,no,yes,no,telephone,jun,mon,400,1,999,0
A40410,33,services,married,basic.9y,no,yes,no,cellular,jul,fri,169,2,999,0
A40411,60,admin.,married,university.degree,no,yes,no,cellular,jun,mon,324,3,3,1
A40412,31,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,39,1,999,1
A40413,33,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,235,2,999,1
A40414,54,technician,married,university.degree,no,yes,no,telephone,jun,thu,394,1,999,0
A40415,29,services,married,university.degree,no,no,yes,cellular,jun,fri,89,2,999,0
A40416,45,management,married,university.degree,no,yes,no,cellular,jul,wed,817,2,999,0
A40417,32,admin.,married,university.degree,no,yes,no,telephone,may,tue,93,2,999,0
A40418,28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,fri,65,2,999,0
A40419,29,technician,single,professional.course,no,no,no,cellular,aug,wed,185,4,999,0
A40420,45,admin.,married,basic.6y,unknown,yes,no,telephone,may,wed,200,4,999,0
A40421,85,retired,married,basic.4y,no,no,no,cellular,apr,tue,165,3,999,0
A40422,45,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,432,2,999,0
A40423,51,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,24,7,999,0
A40424,29,technician,married,professional.course,no,yes,no,telephone,may,mon,35,1,999,0
A40425,36,services,single,basic.9y,unknown,no,yes,telephone,may,fri,230,1,999,0
A40426,45,entrepreneur,single,university.degree,no,unknown,unknown,telephone,may,wed,229,3,999,0
A40427,34,admin.,single,university.degree,unknown,yes,no,cellular,jul,wed,132,1,999,0
A40428,47,student,single,unknown,no,unknown,unknown,telephone,nov,mon,145,1,999,0
A40429,36,blue-collar,married,unknown,no,no,no,cellular,may,thu,156,2,999,0
A40430,56,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,289,1,999,0
A40431,24,services,single,professional.course,no,yes,no,telephone,may,mon,314,1,999,0
A40432,35,admin.,divorced,high.school,no,no,yes,telephone,jun,mon,15,15,999,0
A40433,37,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,85,1,999,0
A40434,81,retired,married,professional.course,no,yes,no,cellular,apr,thu,99,2,999,0
A40435,55,management,divorced,university.degree,no,no,no,cellular,nov,thu,131,2,999,1
A40436,52,self-employed,single,university.degree,unknown,yes,no,telephone,may,mon,37,1,999,0
A40437,37,admin.,single,university.degree,no,yes,no,cellular,jul,wed,305,2,999,0
A40438,40,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,883,1,999,1
A40439,31,admin.,divorced,university.degree,no,no,no,cellular,may,tue,290,2,999,0
A40440,40,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,824,2,999,0
A40441,32,admin.,married,basic.9y,no,no,no,telephone,jul,tue,320,3,999,0
A40442,47,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,mon,357,1,999,0
A40443,38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,287,4,999,0
A40444,30,housemaid,married,high.school,unknown,yes,no,telephone,may,fri,175,2,999,0
A40445,44,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,188,1,999,0
A40446,41,unknown,married,basic.6y,unknown,no,no,telephone,may,mon,204,2,999,0
A40447,36,services,single,unknown,no,yes,no,telephone,may,wed,326,1,999,0
A40448,29,student,single,professional.course,no,yes,no,cellular,apr,fri,96,2,999,1
A40449,33,admin.,married,university.degree,no,yes,no,telephone,may,thu,56,3,999,0
A40450,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,166,1,999,0
A40451,52,technician,married,professional.course,no,yes,yes,cellular,aug,wed,203,3,999,0
A40452,56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,110,2,999,0
A40453,31,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,275,3,999,0
A40454,25,services,single,basic.6y,unknown,no,no,cellular,jul,thu,88,1,999,0
A40455,42,management,married,university.degree,unknown,no,no,cellular,aug,tue,217,1,999,0
A40456,32,admin.,single,university.degree,no,yes,no,cellular,jul,wed,97,3,999,0
A40457,33,blue-collar,married,basic.6y,unknown,yes,yes,cellular,may,fri,306,4,999,1
A40458,33,unemployed,married,university.degree,no,yes,no,telephone,jul,fri,25,1,999,0
A40459,53,services,married,high.school,unknown,no,no,telephone,may,thu,2260,2,999,0
A40460,55,management,married,university.degree,no,yes,no,cellular,aug,wed,52,2,999,0
A40461,59,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,121,6,999,0
A40462,44,unemployed,married,basic.9y,unknown,no,yes,cellular,jul,wed,113,1,999,0
A40463,48,technician,married,university.degree,no,yes,no,cellular,nov,tue,208,1,999,0
A40464,41,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,92,1,999,0
A40465,37,admin.,married,high.school,no,yes,no,telephone,may,mon,166,4,999,0
A40466,42,services,married,high.school,no,no,no,cellular,may,mon,312,2,999,0
A40467,48,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,124,2,999,0
A40468,41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,316,2,999,0
A40469,69,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,400,3,999,0
A40470,46,admin.,single,high.school,no,yes,no,cellular,may,mon,522,6,999,0
A40471,43,services,married,high.school,no,no,no,telephone,may,mon,207,2,999,0
A40472,37,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,216,2,999,0
A40473,30,student,single,university.degree,no,yes,no,cellular,apr,mon,23,6,999,0
A40474,40,unemployed,married,university.degree,unknown,yes,no,cellular,jul,wed,113,1,999,0
A40475,32,admin.,married,university.degree,no,no,no,cellular,may,thu,57,4,999,0
A40476,36,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,90,2,999,0
A40477,45,admin.,married,high.school,no,yes,no,cellular,nov,mon,58,1,999,1
A40478,35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,4,999,0
A40479,35,unemployed,married,university.degree,no,yes,no,cellular,oct,thu,391,2,999,0
A40480,35,management,married,high.school,no,yes,no,cellular,nov,tue,417,1,999,0
A40481,59,management,married,basic.4y,unknown,unknown,unknown,cellular,may,thu,165,4,999,1
A40482,36,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,75,3,999,0
A40483,30,technician,single,professional.course,no,no,no,cellular,aug,wed,80,4,999,0
A40484,37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,mon,103,2,999,0
A40485,56,blue-collar,married,unknown,no,yes,no,telephone,oct,tue,54,1,999,0
A40486,39,management,married,university.degree,no,yes,yes,cellular,nov,thu,90,3,999,0
A40487,28,technician,single,university.degree,no,no,yes,cellular,apr,fri,97,1,999,1
A40488,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,467,2,999,0
A40489,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,408,3,999,0
A40490,58,entrepreneur,married,high.school,no,no,no,cellular,sep,mon,145,1,999,2
A40491,52,admin.,married,unknown,no,no,no,telephone,sep,tue,513,13,14,2
A40492,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,279,3,999,0
A40493,44,admin.,single,university.degree,no,yes,no,cellular,apr,fri,395,2,999,0
A40494,44,admin.,married,university.degree,no,no,no,cellular,nov,fri,135,2,999,0
A40495,37,admin.,divorced,high.school,no,yes,no,telephone,may,thu,420,1,999,0
A40496,34,technician,married,professional.course,no,yes,no,cellular,may,thu,30,1,999,1
A40497,23,services,single,high.school,no,yes,yes,cellular,jul,mon,129,2,999,0
A40498,32,admin.,single,high.school,no,yes,no,cellular,jul,wed,156,1,999,0
A40499,43,admin.,married,university.degree,no,no,yes,cellular,aug,thu,250,2,999,0
A40500,46,services,divorced,high.school,no,no,no,telephone,may,fri,56,3,999,0
A40501,44,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,62,5,999,0
A40502,35,admin.,married,university.degree,no,no,yes,telephone,may,wed,65,4,999,1
A40503,41,housemaid,married,basic.4y,no,yes,no,telephone,aug,fri,116,1,999,0
A40504,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,80,1,999,0
A40505,58,retired,married,basic.4y,unknown,yes,no,cellular,may,wed,205,1,999,1
A40506,42,admin.,married,university.degree,no,no,no,cellular,may,tue,85,1,999,0
A40507,31,services,single,university.degree,no,yes,no,telephone,aug,wed,701,1,999,0
A40508,34,blue-collar,divorced,professional.course,no,no,no,telephone,jun,fri,10,23,999,0
A40509,50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,447,1,8,2
A40510,33,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,187,1,999,0
A40511,23,services,single,high.school,no,no,no,cellular,jul,tue,191,3,999,0
A40512,59,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,130,2,999,0
A40513,30,services,married,high.school,no,yes,no,telephone,may,tue,261,1,999,0
A40514,50,services,married,high.school,no,yes,no,cellular,nov,tue,90,1,999,0
A40515,45,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,may,tue,17,3,999,0
A40516,33,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,482,2,999,0
A40517,45,admin.,married,high.school,no,no,no,telephone,may,tue,165,2,999,0
A40518,43,admin.,single,university.degree,no,yes,yes,cellular,may,tue,23,1,999,0
A40519,44,technician,married,high.school,no,yes,no,telephone,may,fri,363,7,999,0
A40520,31,services,married,high.school,no,no,yes,cellular,may,wed,109,1,999,0
A40521,31,admin.,married,university.degree,no,yes,yes,cellular,may,mon,173,1,999,0
A40522,47,services,married,high.school,no,no,no,cellular,nov,tue,107,1,999,0
A40523,30,services,single,basic.9y,no,no,no,telephone,may,wed,53,1,999,0
A40524,43,technician,single,professional.course,unknown,yes,no,cellular,apr,wed,519,1,999,0
A40525,32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,419,3,999,0
A40526,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89,2,999,0
A40527,41,management,married,university.degree,no,yes,no,cellular,nov,tue,176,1,999,0
A40528,36,admin.,married,basic.6y,no,no,no,telephone,may,thu,114,1,999,0
A40529,34,admin.,single,university.degree,no,yes,no,cellular,mar,thu,910,2,6,3
A40530,54,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,370,1,999,0
A40531,58,admin.,married,high.school,no,no,no,cellular,sep,thu,337,1,6,1
A40532,46,technician,married,professional.course,no,no,no,cellular,may,tue,87,2,999,0
A40533,37,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,291,1,999,0
A40534,43,management,married,unknown,no,no,no,telephone,may,fri,204,2,999,0
A40535,25,admin.,single,professional.course,no,yes,no,cellular,jun,mon,205,2,999,0
A40536,31,admin.,single,high.school,no,yes,no,cellular,jul,tue,85,4,999,0
A40537,39,self-employed,married,basic.4y,unknown,no,no,cellular,nov,wed,159,1,999,1
A40538,59,management,married,basic.4y,no,yes,no,cellular,mar,mon,284,2,999,0
A40539,30,student,single,high.school,no,yes,no,cellular,apr,mon,7,6,999,1
A40540,58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,83,2,999,0
A40541,51,technician,married,professional.course,no,yes,no,telephone,may,wed,113,2,999,0
A40542,32,technician,single,professional.course,no,yes,no,cellular,may,mon,183,1,999,0
A40543,42,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,1088,14,999,0
A40544,29,admin.,single,university.degree,no,no,no,cellular,apr,wed,548,2,999,0
A40545,32,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,70,1,999,0
A40546,57,technician,married,professional.course,no,yes,no,telephone,jun,tue,194,2,999,0
A40547,22,student,single,basic.9y,no,no,no,telephone,aug,tue,26,1,999,0
A40548,35,admin.,married,university.degree,no,yes,yes,cellular,sep,fri,73,2,999,0
A40549,38,entrepreneur,married,basic.6y,no,no,no,telephone,may,thu,229,1,999,0
A40550,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,117,2,999,0
A40551,41,services,single,high.school,no,no,no,cellular,apr,wed,134,1,999,0
A40552,54,housemaid,married,high.school,no,yes,yes,cellular,apr,thu,267,1,999,1
